code,ATM_id
MEDIUM,MEDIUM-874
MEDIUM,MEDIUM-875
MEDIUM,MEDIUM-876
MEDIUM,MEDIUM-877
MEDIUM,MEDIUM-878
MEDIUM,MEDIUM-879
MEDIUM,MEDIUM-880
MEDIUM,MEDIUM-881
MEDIUM,MEDIUM-882
MEDIUM,MEDIUM-883
MEDIUM,MEDIUM-884
MEDIUM,MEDIUM-885
MEDIUM,MEDIUM-886
MEDIUM,MEDIUM-887
MEDIUM,MEDIUM-888
MEDIUM,MEDIUM-889
MEDIUM,MEDIUM-890
MEDIUM,MEDIUM-891
MEDIUM,MEDIUM-892
MEDIUM,MEDIUM-893
MEDIUM,MEDIUM-894
MEDIUM,MEDIUM-895
MEDIUM,MEDIUM-896
MEDIUM,MEDIUM-897
MEDIUM,MEDIUM-898
MEDIUM,MEDIUM-899
